actual_claims,predicted_claims,actual_payout,predicted_payout
104.00000000000001,70.21297,14566.74,12054.226
104.00000000000001,82.53516,14788.78,10406.291
104.00000000000001,63.714443,14936.749999999998,12557.998
104.00000000000001,71.46522,14921.81,8223.366
104.00000000000001,79.620735,14282.15,8841.882
0.0,85.00762,0.0,11007.435
104.00000000000001,79.1398,14566.74,6994.275
104.00000000000001,74.36182,14788.78,11937.825
104.00000000000001,85.61786,14936.749999999998,9492.543
104.00000000000001,63.210392,14921.81,11381.777
104.00000000000001,72.55058,14282.15,7759.0522
104.00000000000001,80.682014,14631.91,7265.6987
104.00000000000001,84.527275,14566.74,10180.546
104.00000000000001,81.25347,14788.78,7271.1313
104.00000000000001,74.08638,14936.749999999998,12436.756
104.00000000000001,84.295525,14921.81,9251.207
104.00000000000001,62.688526,14282.15,10224.572
104.00000000000001,73.1383,14631.91,7317.4795
0.0,80.02234,0.0,6190.738
104.00000000000001,85.48513,14788.78,10383.466
104.00000000000001,82.00681,14936.749999999998,8155.8184
104.00000000000001,74.71538,14921.81,12632.361
104.00000000000001,86.0372,14282.15,9369.513
104.00000000000001,62.663155,14631.91,9179.946
0.0,73.67854,0.0,6989.522
104.00000000000001,80.721146,14631.04,5541.386
104.00000000000001,84.9211,14936.749999999998,10798.478
104.00000000000001,80.43053,14921.81,8028.509
104.00000000000001,72.16172,14282.15,12214.663
104.00000000000001,84.95573,14631.91,9548.807
0.0,65.26038,0.0,9421.828
104.00000000000001,73.52737,14631.04,7239.9053
104.00000000000001,80.63109,14493.76,7102.59
104.00000000000001,83.74139,14921.81,10770.563
104.00000000000001,77.76508,14282.15,7075.641
104.00000000000001,68.87325,14631.91,11952.479
0.0,82.594444,0.0,9423.808
104.00000000000001,66.81381,14631.04,10668.746
104.00000000000001,73.0557,14493.76,7976.6943
104.00000000000001,80.534454,14854.27,9198.019
104.00000000000001,84.84419,14282.15,10665.23
104.00000000000001,77.81082,14631.91,6581.25
0.0,70.76805,0.0,11831.852
104.00000000000001,83.53396,14631.04,8846.765
104.00000000000001,65.683525,14493.76,11292.686
104.00000000000001,73.0808,14854.27,8086.488
104.00000000000001,81.55648,13990.35,8970.019
104.00000000000001,87.1113,14631.91,10673.504
0.0,79.45866,0.0,6537.5195
104.00000000000001,74.47603,14631.04,11974.336
104.00000000000001,85.86556,14493.76,8113.9585
104.00000000000001,65.02055,14854.27,10927.365
104.00000000000001,74.02225,13990.35,7899.8525
104.00000000000001,82.68962,12234.41,7679.087
0.0,89.898796,0.0,10736.85
104.00000000000001,81.866684,14631.04,6695.8066
104.00000000000001,78.45217,14493.76,12187.48
104.00000000000001,88.35989,14854.27,7272.846
104.00000000000001,64.73507,13990.35,10126.418
104.00000000000001,75.357475,12234.41,7731.6143
104.00000000000001,83.90334,13059.1,6088.738
104.00000000000001,88.12795,14631.04,9843.444
104.00000000000001,83.660484,14493.76,6815.7554
104.00000000000001,77.25853,14854.27,12400.406
104.00000000000001,86.04054,13990.35,7308.514
104.00000000000001,63.600834,12234.41,9115.22
104.00000000000001,74.8935,13059.1,7131.8413
104.00000000000001,82.62471,12590.49,5102.5
104.00000000000001,88.00072,14493.76,9809.883
104.00000000000001,83.78178,14854.27,7510.032
104.00000000000001,76.70052,13990.35,12590.969
104.00000000000001,86.78749,12234.41,7751.662
104.00000000000001,63.116543,13059.1,8011.2554
104.00000000000001,74.66406,12590.49,6692.0825
104.00000000000001,82.46219,15867.01,4452.448
104.00000000000001,86.81538,14854.27,10162.698
104.00000000000001,81.95348,13990.35,7819.6045
104.00000000000001,73.60724,12234.41,12323.176
104.00000000000001,85.83854,13059.1,8343.058
104.00000000000001,65.70831,12590.49,8240.398
104.00000000000001,74.6343,15867.01,6852.3447
104.00000000000001,82.31594,16699.11,6041.217
104.00000000000001,84.7793,13990.35,10124.343
104.00000000000001,78.7466,12234.41,6928.5396
104.00000000000001,69.77295,13059.1,11940.342
104.00000000000001,83.26284,12590.49,8332.441
104.00000000000001,66.345024,15867.01,9897.822
104.00000000000001,73.74409,16699.11,7738.9663
0.0,81.98021,0.0,8428.74
104.00000000000001,85.46938,12234.41,10228.026
104.00000000000001,78.81145,13059.1,6531.306
104.00000000000001,71.573006,12590.49,11787.972
104.00000000000001,84.18732,15867.01,7986.197
104.00000000000001,64.88709,16699.11,10849.408
0.0,73.688484,0.0,8031.331
104.00000000000001,82.7267,15869.960000000001,8464.693
104.00000000000001,87.53373,13059.1,10464.63
104.00000000000001,80.583084,12590.49,6639.636
104.00000000000001,75.5385,15867.01,11887.07
104.00000000000001,86.550514,16699.11,7327.451
0.0,63.902035,0.0,10854.8545
104.00000000000001,74.58244,15869.960000000001,8099.819
104.00000000000001,83.77922,16414.21,7343.434
104.00000000000001,90.073784,12590.49,10696.949
104.00000000000001,82.78783,15867.01,6921.151
104.00000000000001,79.416504,16699.11,12150.076
0.0,89.01036,0.0,6682.9497
104.00000000000001,63.723305,15869.960000000001,10027.165
104.00000000000001,75.81734,16414.21,7870.195
104.00000000000001,84.74057,15469.23,5831.739
104.00000000000001,93.00651,15867.01,11038.077
104.00000000000001,85.25027,16699.11,7372.746
0.0,82.44635,0.0,12116.554
104.00000000000001,91.668655,15869.960000000001,6461.6523
104.00000000000001,64.79492,16414.21,8254.716
104.00000000000001,76.93117,15469.23,6962.662
104.00000000000001,85.5693,14967.859999999999,4392.1553
104.00000000000001,95.37262,16699.11,11174.465
0.0,86.75491,0.0,7717.6714
104.00000000000001,83.983284,15869.960000000001,12163.466
104.00000000000001,93.36302,16414.21,6232.163
104.00000000000001,65.18447,15469.23,6692.363
104.00000000000001,77.74378,14967.859999999999,6402.5474
104.00000000000001,86.18905,14299.73,3362.9924
0.0,94.36823,0.0,11441.494
104.00000000000001,85.00188,15869.960000000001,7971.802
104.00000000000001,80.94632,16414.21,12131.422
104.00000000000001,91.604164,15469.23,6538.8716
104.00000000000001,67.50235,14967.859999999999,7017.695
104.00000000000001,77.795815,14299.73,6783.6587
0.0,86.04815,0.0,4913.6733
104.00000000000001,87.86304,15869.960000000001,10509.8545
104.00000000000001,80.9751,16414.21,7440.4565
104.00000000000001,72.64713,15469.23,12405.096
104.00000000000001,84.57318,14967.859999999999,7562.869
104.00000000000001,68.6168,14299.73,9390.645
0.0,76.57713,0.0,7647.5786
104.00000000000001,84.15115,15330.990000000002,8471.74
104.00000000000001,84.380486,16414.21,10371.177
104.00000000000001,78.18936,15469.23,7473.338
104.00000000000001,70.63302,14967.859999999999,12327.801
104.00000000000001,83.21702,14299.73,8231.239
0.0,65.41908,0.0,11254.445
104.00000000000001,74.38618,15330.990000000002,8174.451
104.00000000000001,83.80044,15885.72,9450.882
104.00000000000001,84.362885,15469.23,10494.999
104.00000000000001,78.27285,14967.859999999999,7578.5576
104.00000000000001,73.00498,14299.73,12247.363
0.0,84.3203,0.0,8316.833
104.00000000000001,63.57722,15330.990000000002,11927.983
104.00000000000001,74.0012,15885.72,8326.292
104.00000000000001,83.73704,15465.730000000001,8505.064
104.00000000000001,86.21839,14967.859999999999,10775.183
104.00000000000001,79.75516,14299.73,7800.3066
0.0,76.62373,0.0,12254.59
104.00000000000001,86.38438,15330.990000000002,8088.5947
104.00000000000001,62.87388,15885.72,11472.738
104.00000000000001,74.555855,15465.730000000001,8119.806
104.00000000000001,83.94736,15296.580000000002,6868.376
104.00000000000001,89.78793,14299.73,11216.802
0.0,82.28381,0.0,8462.233
104.00000000000001,80.149796,15330.990000000002,12348.517
104.00000000000001,89.327194,15885.72,7957.442
104.00000000000001,63.86423,15465.730000000001,9614.712
104.00000000000001,76.06297,15296.580000000002,7281.5283
104.00000000000001,84.4826,16031.43,5029.1255
0.0,92.562035,0.0,11337.39
104.00000000000001,83.98202,15330.990000000002,8719.798
104.00000000000001,82.34651,15885.72,12443.11
104.00000000000001,90.91756,15465.730000000001,7363.291
104.00000000000001,64.05994,15296.580000000002,8026.2393
104.00000000000001,76.76214,16031.43,6903.2017
104.00000000000001,84.95154,14645.36,3527.9138
104.00000000000001,87.83175,15330.990000000002,10763.88
104.00000000000001,81.74311,15885.72,8689.877
104.00000000000001,75.86078,15465.730000000001,12669.358
104.00000000000001,85.06365,15296.580000000002,7943.7754
104.00000000000001,65.6957,16031.43,9034.787
104.00000000000001,75.88332,14645.36,7318.91
104.00000000000001,83.03816,12831.49,5720.112
104.00000000000001,82.56498,15885.72,10803.87
104.00000000000001,76.44742,15465.730000000001,8056.2476
104.00000000000001,68.9416,15296.580000000002,11913.501
104.00000000000001,80.73619,16031.43,8699.183
104.00000000000001,64.98476,14645.36,11177.678
104.00000000000001,72.57659,12831.49,8174.1396
104.00000000000001,81.47138,14077.97,9081.591
104.00000000000001,81.65816,15465.730000000001,10339.991
104.00000000000001,74.53574,15296.580000000002,6976.1875
104.00000000000001,68.15894,16031.43,11737.235
104.00000000000001,79.282646,14645.36,8526.279
104.00000000000001,62.153976,12831.49,11701.477
104.00000000000001,70.6362,14077.97,8349.19
104.00000000000001,80.29619,13839.74,8793.867
104.00000000000001,82.97979,15296.580000000002,9991.064
104.00000000000001,74.70663,16031.43,6367.753
104.00000000000001,69.877556,14645.36,11932.7295
104.00000000000001,79.78768,12831.49,8126.427
104.00000000000001,60.484264,14077.97,11070.787
104.00000000000001,70.22263,13839.74,8165.8794
104.00000000000001,79.66412,14562.18,7219.0757
104.00000000000001,85.15341,16031.43,9936.415
104.00000000000001,75.9875,14645.36,6271.2295
104.00000000000001,72.54962,12831.49,12102.815
104.00000000000001,81.38733,14077.97,7490.9136
104.00000000000001,59.621174,13839.74,10056.813
104.00000000000001,70.60314,14562.18,7919.0737
104.00000000000001,79.8667,14427.72,5510.0835
104.00000000000001,87.83209,14645.36,10047.809
104.00000000000001,77.66182,12831.49,6516.8926
104.00000000000001,75.074104,14077.97,12343.324
104.00000000000001,83.13249,13839.74,6722.5205
104.00000000000001,59.45528,14562.18,8516.016
104.00000000000001,71.433334,14427.72,7591.805
104.00000000000001,80.33281,12546.74,3846.2805
104.00000000000001,90.30267,12831.49,10221.025
104.00000000000001,79.36293,14077.97,6905.7666
104.00000000000001,77.04349,13839.74,12459.977
104.00000000000001,84.8728,14562.18,6091.188
104.00000000000001,59.713203,14427.72,6972.299
104.00000000000001,72.29287,12546.74,7210.687
104.00000000000001,81.12423,14623.59,2552.11
104.00000000000001,89.375465,14077.97,10524.895
104.00000000000001,78.07364,13839.74,6783.6724
104.00000000000001,74.024376,14562.18,12044.329
104.00000000000001,83.26422,14427.72,6235.106
104.00000000000001,61.9889,12546.74,7126.813
104.00000000000001,71.89652,14623.59,7375.641
104.00000000000001,81.102936,14240.27,4167.5205
104.00000000000001,87.753426,13839.74,10473.347
104.00000000000001,75.82383,14562.18,6258.963
104.00000000000001,69.97567,14427.72,11716.237
104.00000000000001,81.19458,12546.74,6605.222
104.00000000000001,63.890892,14623.59,8111.113
104.00000000000001,71.544846,14240.27,7735.236
104.00000000000001,81.17165,13360.59,6653.625
104.00000000000001,87.85991,14562.18,10234.803
104.00000000000001,75.73869,14427.72,5677.741
104.00000000000001,70.31562,12546.74,11592.872
104.00000000000001,81.770355,14623.59,6453.644
104.00000000000001,62.44916,14240.27,8739.228
104.00000000000001,71.42948,13360.59,7781.815
0.0,81.60596,0.0,7034.2656
104.00000000000001,89.014786,14427.72,10128.654
104.00000000000001,77.0607,12546.74,5688.169
104.00000000000001,72.71605,14623.59,11877.683
104.00000000000001,83.50152,14240.27,6201.6772
104.00000000000001,61.687767,13360.59,8500.057
0.0,72.238434,0.0,7630.3296
104.00000000000001,82.073074,13363.48,6177.5747
104.00000000000001,90.825066,12546.74,9921.634
104.00000000000001,78.58015,14623.59,5813.8677
104.00000000000001,74.63891,14240.27,12448.147
104.00000000000001,84.89385,13360.59,5969.381
0.0,61.72304,0.0,7137.892
104.00000000000001,73.31583,13363.48,7176.1587
104.00000000000001,82.05261,13214.5,4717.747
104.00000000000001,92.37817,14623.59,9889.1
104.00000000000001,80.21764,14240.27,6283.913
104.00000000000001,76.40146,13360.59,12772.144
0.0,86.421875,0.0,5723.57
104.00000000000001,61.8195,13363.48,5996.1445
104.00000000000001,74.08679,13214.5,6896.055
104.00000000000001,82.63868,12617.58,3508.4272
104.00000000000001,93.742035,14240.27,10010.597
104.00000000000001,81.55572,13360.59,6834.2397
0.0,77.82832,0.0,13126.647
104.00000000000001,87.717186,13363.48,5608.8228
104.00000000000001,62.56775,13214.5,4849.701
104.00000000000001,74.933754,12617.58,6549.6914
104.00000000000001,82.99593,11915.49,2466.0674
104.00000000000001,92.81859,13360.59,10411.631
0.0,80.801476,0.0,7355.9043
104.00000000000001,75.07643,13363.48,12913.112
104.00000000000001,87.02317,13214.5,6360.2017
104.00000000000001,65.78893,12617.58,5103.7144
104.00000000000001,75.41245,11915.49,6566.938
104.00000000000001,83.11472,13039.75,4163.084
0.0,90.24012,0.0,10298.193
104.00000000000001,78.00666,13363.48,6779.8687
104.00000000000001,70.745804,13214.5,12760.996
104.00000000000001,83.98975,12617.58,6726.254
104.00000000000001,66.84567,11915.49,6816.098
104.00000000000001,74.67114,13039.75,7414.819
0.0,82.674324,0.0,6758.389
104.00000000000001,85.78128,13363.48,9229.353
104.00000000000001,77.46712,13214.5,6491.771
104.00000000000001,67.73724,12617.58,12938.061
104.00000000000001,80.34799,11915.49,7424.5747
104.00000000000001,65.07591,13039.75,8727.57
0.0,73.63157,0.0,7825.5054
104.00000000000001,81.58244,15432.600000000002,7802.9883
104.00000000000001,83.6168,13214.5,9166.435
104.00000000000001,76.53559,12617.58,6879.5356
104.00000000000001,67.94375,11915.49,12974.419
104.00000000000001,80.47563,13039.75,7888.9937
0.0,62.504097,0.0,9733.036
104.00000000000001,72.40936,15432.600000000002,8177.0776
0.0,81.152725,0.0,7594.3057
104.00000000000001,84.224045,12617.58,9331.982
104.00000000000001,76.97904,11915.49,7093.1934
104.00000000000001,70.01823,13039.75,13035.056
0.0,81.71728,0.0,8101.179
104.00000000000001,61.53286,15432.600000000002,9368.512
0.0,72.34031,0.0,7960.506
104.00000000000001,80.67801,14879.11,6293.531
104.00000000000001,86.25307,11915.49,9623.837
104.00000000000001,78.20884,13039.75,7403.716
0.0,72.54006,0.0,13145.301
104.00000000000001,83.47417,15432.600000000002,8082.9478
0.0,61.590755,0.0,8263.759
104.00000000000001,72.833534,14879.11,7540.186
104.00000000000001,80.73002,15452.72,4756.475
104.00000000000001,88.30202,13039.75,10081.448
0.0,79.58901,0.0,7878.756
104.00000000000001,75.14831,15432.600000000002,13147.935
0.0,85.31881,0.0,7778.422
104.00000000000001,61.834,14879.11,7296.9824
104.00000000000001,73.30622,15452.72,7245.8394
104.00000000000001,81.38419,15360.089999999998,3491.7417
0.0,88.08609,0.0,10761.615
104.00000000000001,78.58302,15432.600000000002,8145.2656
0.0,73.29344,0.0,12816.433
104.00000000000001,84.664604,14879.11,7973.205
104.00000000000001,64.2253,15452.72,7721.496
104.00000000000001,73.46648,15360.089999999998,7516.0894
104.00000000000001,81.5978,15274.940000000002,5064.039
104.00000000000001,82.967804,15432.600000000002,10244.764
0.0,75.65248,0.0,7722.7417
104.00000000000001,66.29739,14879.11,12933.04
104.00000000000001,79.09632,15452.72,8859.309
104.00000000000001,65.67234,15360.089999999998,9855.558
104.00000000000001,72.71189,15274.940000000002,8179.713
104.00000000000001,80.2628,15413.789999999999,8602.705
0.0,80.735794,0.0,10494.76
104.00000000000001,73.43146,14879.11,7708.6533
104.00000000000001,64.59323,15452.72,12528.264
104.00000000000001,78.62641,15360.089999999998,9773.669
104.00000000000001,63.173927,15274.940000000002,11001.391
104.00000000000001,70.5195,15413.789999999999,8166.507
104.00000000000001,79.933304,14526.32,9692.401
104.00000000000001,77.66295,14879.11,9940.732
104.00000000000001,73.35006,15452.72,8069.0503
104.00000000000001,63.109764,15360.089999999998,12726.094
104.00000000000001,77.11663,15274.940000000002,10875.01
104.00000000000001,61.599266,15413.789999999999,11699.364
104.00000000000001,69.90526,14526.32,8014.7393
104.00000000000001,78.36363,15536.05,9693.5625
104.00000000000001,77.81637,15452.72,10309.419
104.00000000000001,73.167725,15360.089999999998,8805.159
104.00000000000001,64.59774,15274.940000000002,12808.693
104.00000000000001,78.79826,15413.789999999999,11536.258
104.00000000000001,60.634518,14526.32,11669.581
104.00000000000001,69.78997,15536.05,8005.089
0.0,78.1888,0.0,8828.232
104.00000000000001,79.94012,15360.089999999998,10623.029
104.00000000000001,73.53773,15274.940000000002,9011.166
104.00000000000001,67.36334,15413.789999999999,13005.034
104.00000000000001,80.20715,14526.32,11485.951
104.00000000000001,60.730362,15536.05,10780.033
0.0,70.17885,0.0,7877.9053
104.00000000000001,77.87566,16128.910000000002,7059.9727
104.00000000000001,83.042725,15274.940000000002,11089.704
104.00000000000001,74.825516,15413.789999999999,9315.037
104.00000000000001,70.7275,14526.32,13023.781
104.00000000000001,82.05617,15536.05,11003.029
0.0,61.37736,0.0,9695.721
104.00000000000001,70.863846,16128.910000000002,7742.736
104.00000000000001,78.43793,14860.710000000001,5321.1777
104.00000000000001,83.80545,15413.789999999999,11643.909
104.00000000000001,73.56362,14526.32,9177.632
104.00000000000001,68.85423,15536.05,12653.967
0.0,81.01481,0.0,10836.682
104.00000000000001,63.73744,16128.910000000002,9565.115
104.00000000000001,70.866684,14860.710000000001,8000.6562
104.00000000000001,78.470146,15188.31,6475.034
104.00000000000001,82.85189,14526.32,11976.459
104.00000000000001,71.18502,15536.05,8302.121
0.0,65.845665,0.0,11860.954
104.00000000000001,78.90014,16128.910000000002,10734.4375
104.00000000000001,65.15859,14860.710000000001,10912.972
104.00000000000001,69.718666,15188.31,8581.242
104.00000000000001,78.422844,14697.25,8827.42
104.00000000000001,83.95709,15536.05,11869.841
0.0,71.21122,0.0,7695.491
104.00000000000001,67.43899,16128.910000000002,11696.615
104.00000000000001,79.40111,14860.710000000001,10048.416
104.00000000000001,63.95182,15188.31,11204.001
104.00000000000001,69.326645,14697.25,8597.042
104.00000000000001,78.99286,15151.66,8533.694
0.0,85.88664,0.0,11953.997
104.00000000000001,72.94031,16128.910000000002,7393.659
104.00000000000001,70.45511,14860.710000000001,11351.796
104.00000000000001,81.68813,15188.31,9559.176
104.00000000000001,62.986458,14697.25,10927.86
104.00000000000001,69.5159,15151.66,8248.827
104.00000000000001,79.71655,14449.88,7731.5435
104.00000000000001,84.27197,16128.910000000002,11106.794
104.00000000000001,75.123314,14860.710000000001,7739.143
104.00000000000001,70.23051,15188.31,11659.919
104.00000000000001,80.628075,14697.25,9661.626
104.00000000000001,61.940594,15151.66,10741.772
104.00000000000001,69.84108,14449.88,7963.954
104.00000000000001,79.49668,14754.76,7192.5913
104.00000000000001,84.21431,14860.710000000001,11125.255
104.00000000000001,75.82168,15188.31,8521.002
104.00000000000001,71.06475,14697.25,11867.0
104.00000000000001,82.19252,15151.66,9815.4795
104.00000000000001,61.093685,14449.88,10224.681
104.00000000000001,70.140434,14754.76,7829.315
0.0,79.963455,0.0,6620.1104
104.00000000000001,85.720375,15188.31,11217.344
104.00000000000001,76.8993,14697.25,8936.459
104.00000000000001,73.193504,15151.66,12101.83
104.00000000000001,83.68482,14449.88,9642.605
104.00000000000001,61.453022,14754.76,9349.608
0.0,70.99463,0.0,7634.9717
104.00000000000001,80.31625,14121.29,5385.6846
104.00000000000001,85.19203,14697.25,11534.456
104.00000000000001,75.47135,15151.66,8885.541
104.00000000000001,70.84137,14449.88,11812.488
104.00000000000001,82.43624,14754.76,9764.673
0.0,63.71733,0.0,9715.228
104.00000000000001,71.09478,14121.29,8031.6694
104.00000000000001,80.34116,14336.51,6787.5845
104.00000000000001,83.87982,15151.66,11641.875
104.00000000000001,72.99178,14449.88,8329.806
104.00000000000001,67.756256,14754.76,11299.585
0.0,80.443985,0.0,9747.343
104.00000000000001,65.11528,14121.29,11070.584
104.00000000000001,70.565125,14336.51,8665.597
104.00000000000001,80.475685,13357.11,8985.538
104.00000000000001,84.6551,14449.88,11484.684
104.00000000000001,73.01015,14754.76,7681.9507
0.0,69.57013,0.0,11219.676
104.00000000000001,80.778046,14121.29,8900.541
104.00000000000001,63.187172,14336.51,11880.33
104.00000000000001,70.25466,13357.11,9074.595
104.00000000000001,81.03456,14446.91,8674.709
104.00000000000001,86.71238,14754.76,11385.344
0.0,74.52072,0.0,7668.955
104.00000000000001,72.76774,14121.29,11377.015
104.00000000000001,82.52834,14336.51,8232.825
104.00000000000001,62.137318,13357.11,11242.7295
104.00000000000001,70.828545,14446.91,8804.449
104.00000000000001,81.63795,13667.05,7216.413
0.0,88.82094,0.0,11145.491
104.00000000000001,75.90965,14121.29,7268.601
104.00000000000001,74.80732,14336.51,11490.617
104.00000000000001,83.56449,13357.11,7617.6357
104.00000000000001,61.341034,14446.91,9661.175
104.00000000000001,70.97185,13667.05,8165.6895
104.00000000000001,81.31491,12745.09,5539.5063
104.00000000000001,87.13493,14121.29,10054.9795
104.00000000000001,77.43861,14336.51,7504.0923
104.00000000000001,72.7029,13357.11,12047.39
104.00000000000001,81.02826,14446.91,8089.26
104.00000000000001,60.8878,13667.05,8435.291
104.00000000000001,70.81414,12745.09,7449.9985
104.00000000000001,79.88574,13386.3,4475.945
104.00000000000001,86.33068,14336.51,9920.536
104.00000000000001,76.80951,13357.11,8116.741
104.00000000000001,71.18106,14446.91,12349.617
104.00000000000001,81.16628,13667.05,8562.736
104.00000000000001,60.017673,12745.09,7303.367
104.00000000000001,70.21333,13386.3,7020.05
104.00000000000001,79.22845,12961.44,3935.2222
104.00000000000001,84.45234,13357.11,10259.448
104.00000000000001,74.34963,14446.91,8228.96
104.00000000000001,67.23924,13667.05,11947.455
104.00000000000001,79.56026,12745.09,9113.17
104.00000000000001,61.681362,13386.3,7969.5356
104.00000000000001,69.632904,12961.44,7463.5513
104.00000000000001,78.84942,13511.18,5912.0073
104.00000000000001,82.20229,14446.91,10465.642
104.00000000000001,71.033844,13667.05,7568.439
104.00000000000001,63.48063,12745.09,11683.197
104.00000000000001,76.93864,13386.3,9347.739
104.00000000000001,62.842525,12961.44,9734.468
104.00000000000001,68.83053,13511.18,8355.867
104.00000000000001,78.38847,13246.38,8391.703
104.00000000000001,82.850105,13667.05,10387.777
104.00000000000001,70.73608,12745.09,6936.964
104.00000000000001,64.71989,13386.3,11740.794
104.00000000000001,77.20215,12961.44,9048.4
104.00000000000001,61.756107,13511.18,10332.611
104.00000000000001,68.66196,13246.38,8535.365
104.00000000000001,78.51625,12817.43,8111.8887
104.00000000000001,84.33966,12745.09,10434.737
104.00000000000001,71.72072,13386.3,6828.2793
104.00000000000001,67.830315,12961.44,11940.35
104.00000000000001,78.62086,13511.18,8272.547
104.00000000000001,60.24578,13246.38,10223.962
104.00000000000001,68.856514,12817.43,8650.966
0.0,78.91271,0.0,6809.758
104.00000000000001,86.732346,13386.3,10702.536
104.00000000000001,73.68344,12961.44,7291.7495
104.00000000000001,71.173134,13511.18,12079.001
104.00000000000001,81.16595,13246.38,7854.025
104.00000000000001,60.15797,12817.43,9160.374
0.0,69.8264,0.0,8189.814
104.00000000000001,79.76112,15725.099999999999,5366.093
104.00000000000001,88.79117,12961.44,10891.496
104.00000000000001,75.42683,13511.18,7414.9844
104.00000000000001,73.47576,13246.38,11915.959
104.00000000000001,82.98723,12817.43,7400.612
0.0,59.88126,0.0,7921.1206
104.00000000000001,70.112816,15725.099999999999,7711.2734
104.00000000000001,80.305824,15093.87,4208.5547
104.00000000000001,90.831154,13511.18,10869.426
104.00000000000001,76.74737,13246.38,7600.657
104.00000000000001,74.861046,12817.43,12232.949
0.0,84.079185,0.0,7013.6616
104.00000000000001,60.40164,15725.099999999999,6183.592
104.00000000000001,70.83782,15093.87,7151.784
104.00000000000001,80.48313,15276.359999999999,2891.9775
104.00000000000001,89.64639,13246.38,10878.665
104.00000000000001,75.07414,12817.43,7496.125
0.0,71.09377,0.0,12226.257
104.00000000000001,81.921906,15725.099999999999,7277.617
104.00000000000001,62.45434,15093.87,6219.641
104.00000000000001,70.622246,15276.359999999999,7340.595
104.00000000000001,80.19548,15151.419999999998,4415.321
104.00000000000001,87.140854,12817.43,10773.881
0.0,72.24961,0.0,6887.8745
104.00000000000001,66.577385,15725.099999999999,12004.305
104.00000000000001,79.150734,15093.87,7713.8228
104.00000000000001,63.71256,15276.359999999999,7817.826
104.00000000000001,69.95378,15151.419999999998,7982.9277
104.00000000000001,80.00224,15036.430000000002,7113.906
0.0,86.96005,0.0,10698.276
104.00000000000001,72.19298,15725.099999999999,6596.4585
104.00000000000001,67.1875,15093.87,12007.124
104.00000000000001,79.76199,15276.359999999999,7772.558
104.00000000000001,62.642906,15151.419999999998,8652.087
104.00000000000001,69.96493,15036.430000000002,8054.114
104.00000000000001,80.51172,15567.77,7484.7466
104.00000000000001,84.0472,15725.099999999999,9660.378
104.00000000000001,73.1146,15093.87,6723.4893
104.00000000000001,65.94967,15276.359999999999,12673.631
104.00000000000001,77.377174,15151.419999999998,8289.939
104.00000000000001,61.531902,15036.430000000002,9109.125
104.00000000000001,70.01753,15567.77,7965.702
104.00000000000001,79.229744,15128.69,7077.464
104.00000000000001,83.08518,15093.87,9656.102
104.00000000000001,72.53531,15276.359999999999,7483.464
104.00000000000001,66.11147,15151.419999999998,13076.431
104.00000000000001,77.8015,15036.430000000002,8847.048
104.00000000000001,60.14684,15567.77,8955.613
104.00000000000001,69.51806,15128.69,8002.7065
104.00000000000001,78.68813,15173.659999999998,6376.335
104.00000000000001,83.940605,15276.359999999999,9788.076
104.00000000000001,72.40168,15151.419999999998,8001.3965
104.00000000000001,67.3462,15036.430000000002,13255.305
104.00000000000001,78.64675,15567.77,9054.78
104.00000000000001,59.889603,15128.69,7891.4717
104.00000000000001,69.47825,15173.659999999998,7672.944
104.00000000000001,78.26976,15077.45,4951.156
104.00000000000001,85.345955,15151.419999999998,10090.587
104.00000000000001,72.69462,15036.430000000002,8225.812
104.00000000000001,69.0604,15567.77,13147.11
104.00000000000001,79.636734,15128.69,8731.495
104.00000000000001,59.36185,15173.659999999998,6980.7285
104.00000000000001,69.34249,15077.45,7455.5557
104.00000000000001,78.11791,15243.789999999999,3609.6711
104.00000000000001,84.338875,15036.430000000002,10436.512
104.00000000000001,70.21609,15567.77,7977.7134
104.00000000000001,65.793976,15128.69,12861.593
104.00000000000001,77.21814,15173.659999999998,8816.986
104.00000000000001,60.743526,15077.45,7149.582
104.00000000000001,68.51684,15243.789999999999,7785.8965
104.00000000000001,77.27331,14922.12,4892.953
104.00000000000001,82.92951,15567.77,10433.429
104.00000000000001,67.26941,15128.69,7128.2427
104.00000000000001,61.292,15173.659999999998,12565.544
104.00000000000001,74.094666,15077.45,9200.825
104.00000000000001,62.02004,15243.789999999999,8049.6704
104.00000000000001,67.47536,14922.12,8244.165
0.0,76.44789,0.0,7090.734
104.00000000000001,83.15861,15128.69,10143.373
104.00000000000001,66.51539,15173.659999999998,6493.111
104.00000000000001,61.540657,15077.45,12586.91
104.00000000000001,73.59185,15243.789999999999,8830.928
104.00000000000001,60.31215,14922.12,8533.345
0.0,66.58739,0.0,8542.132
0.0,76.48291,0.0,6905.7305
104.00000000000001,83.627235,15173.659999999998,10317.57
104.00000000000001,67.15826,15077.45,6249.558
104.00000000000001,63.924747,15243.789999999999,12250.204
104.00000000000001,74.85448,14922.12,8402.713
0.0,58.747353,0.0,8711.802
0.0,65.92738,0.0,8404.096
104.00000000000001,76.42758,15534.730000000001,6116.071
104.00000000000001,84.708206,15077.45,10513.856
104.00000000000001,68.48867,15243.789999999999,6231.123
104.00000000000001,67.03778,14922.12,11992.823
0.0,76.59472,0.0,7381.086
0.0,57.098225,0.0,8322.355
104.00000000000001,66.029366,15534.730000000001,8235.346
104.00000000000001,76.60503,14921.970000000001,4845.822
